Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,Geo_Code,Claim,   .,1,2,3,4,5,6,7,8,9,>=10,paint_fence,month
H7015,2014,1.0,0,0,1,0.0,0,1100.0,1,1900.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,12
H16003,2016,1.0,0,0,1,0.0,0,1200.0,1,1940.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,12
H18009,2012,1.0,0,0,1,0.0,0,552.0,1,1950.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,12
H19316,2014,1.0,0,0,1,0.0,0,900.0,1,1920.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,12
H12704,2013,1.0,0,0,1,0.0,0,370.0,2,1982.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,12
H16016,2016,1.0,0,0,1,0.0,0,1400.0,2,1960.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,12
H13026,2016,0.99726776,1,1,0,1.0,1,1000.0,2,1960.0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,12
H16387,2012,1.0,0,0,1,0.0,0,480.0,2,1800.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12
H13678,2014,0.08493150699999999,0,0,1,0.0,0,1300.0,2,1970.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2
H3587,2014,1.0,0,0,1,0.0,0,2900.0,2,1980.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,12
H14189,2014,1.0,0,1,0,1.0,1,1300.0,2,1988.0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H14499,2013,1.0,0,1,0,1.0,1,1300.0,2,1988.0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H14500,2015,1.0,0,1,0,1.0,1,1300.0,2,1988.0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H4286,2012,1.0,0,1,0,1.0,1,1592.0,2,1980.0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H4287,2013,1.0,0,1,0,1.0,1,1592.0,2,1980.0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H15998,2014,1.0,0,0,1,0.0,0,450.0,2,1980.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12
H3780,2016,1.0,0,1,0,1.0,1,480.0,2,-1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H16404,2015,1.0,1,0,1,0.0,0,487.0,2,1980.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12
H15609,2015,1.0,0,0,1,0.0,0,1550.0,1,1972.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,12
H15610,2016,0.99726776,0,0,1,0.0,0,1550.0,1,1972.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,12
H17251,2014,1.0,1,0,1,0.0,0,650.0,1,2010.0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,12
H17252,2015,1.0,1,0,1,0.0,0,650.0,1,2010.0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,12
H13147,2014,1.0,0,0,1,0.0,0,2600.0,1,1971.0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,12
H13148,2013,1.0,0,1,0,1.0,1,1314.0,1,1988.0,12,1,1,0,0,0,0,0,0,0,0,0,0,1,12
H3595,2013,1.0,0,0,0,1.0,1,2960.0,1,1988.0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H3596,2015,1.0,0,0,0,1.0,1,2960.0,1,1988.0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H3649,2015,1.0,0,0,0,1.0,1,1386.0,1,1988.0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H3695,2012,1.0,0,0,0,1.0,1,1100.0,1,1988.0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H3696,2013,1.0,0,0,0,1.0,1,1100.0,1,1988.0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,12
H3792,2014,1.0,0,0,1,0.0,0,680.0,1,1995.0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,12
H3850,2015,0.857534247,0,0,0,1.0,1,3325.0,1,1988.0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,10
H4018,2013,1.0,0,0,0,1.0,1,1254.0,1,1960.0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,12
H4101,2012,1.0,0,0,0,1.0,1,1000.0,1,1988.0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H4651,2015,1.0,0,0,0,1.0,1,1842.0,1,1988.0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H3481,2015,0.295890411,0,0,0,1.0,1,300.0,1,1980.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4
H6729,2013,1.0,0,0,0,1.0,1,1113.0,1,1988.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H17837,2013,1.0,0,0,1,0.0,0,310.0,1,1900.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,12
H4081,2016,0.99726776,0,1,0,1.0,1,736.0,1,1960.0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H12871,2013,1.0,0,0,1,0.0,0,2050.0,1,2007.0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,12
H12872,2014,1.0,0,0,1,0.0,0,2050.0,1,2007.0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,12
H18579,2013,1.0,1,0,1,0.0,0,1262.0,1,2006.0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,12
H2417,2012,1.0,0,0,0,1.0,1,470.0,1,1960.0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H2586,2014,1.0,0,0,0,1.0,1,2400.0,1,1980.0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H2695,2012,1.0,0,0,1,0.0,0,6510.0,1,1988.0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,12
H5910,2014,1.0,0,0,0,1.0,1,320.0,1,1960.0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H6242,2012,1.0,0,0,1,0.0,0,425.0,1,1980.0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,12
H3500,2012,1.0,0,0,0,1.0,1,1500.0,1,1988.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H3579,2013,1.0,0,0,0,1.0,1,900.0,1,1988.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H6838,2012,1.0,0,1,0,1.0,1,600.0,1,1988.0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H13522,2016,0.99726776,0,1,0,1.0,1,2000.0,1,1988.0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H13523,2012,1.0,0,1,0,1.0,1,1000.0,1,1988.0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H13524,2013,1.0,0,1,0,1.0,1,1000.0,1,1988.0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H13525,2016,0.99726776,0,1,0,1.0,1,1000.0,1,1988.0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H5464,2016,1.0,0,0,0,1.0,1,1650.0,1,1980.0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H5486,2012,1.0,0,0,0,1.0,1,850.0,1,1980.0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H5487,2015,1.0,0,0,0,1.0,1,850.0,1,1980.0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H6145,2016,0.99726776,0,0,0,1.0,1,2600.0,1,1988.0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H6146,2013,1.0,0,1,0,1.0,1,3500.0,1,1988.0,6,1,1,0,0,0,0,0,0,0,0,0,0,1,12
H7181,2014,1.0,0,1,0,1.0,1,260.0,1,1988.0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H15714,2015,1.0,0,0,1,0.0,0,530.0,1,1999.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,12
H18066,2013,1.0,0,0,1,0.0,0,4700.0,1,1969.0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,12
H14149,2015,1.0,1,1,0,1.0,1,838.0,1,1960.0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,12
H12996,2013,1.0,0,1,0,1.0,1,1728.0,1,1988.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H2418,2013,1.0,0,0,0,1.0,1,1024.0,1,1960.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H2507,2015,1.0,0,0,1,0.0,0,1440.0,1,1985.0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,12
H2593,2012,1.0,0,0,0,1.0,1,300.0,1,1980.0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H2638,2012,0.0,0,0,0,1.0,1,1700.0,1,1980.0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1
H2639,2016,0.0,0,0,0,1.0,1,1700.0,1,1980.0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1
H2640,2015,1.0,0,0,1,0.0,0,3688.0,1,1980.0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,12
H2641,2013,1.0,0,0,1,0.0,0,900.0,1,1970.0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,12
H3254,2013,1.0,0,0,0,1.0,1,3000.0,1,1980.0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H3588,2013,1.0,0,0,1,0.0,0,1170.0,1,1972.0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,12
H3728,2016,0.99726776,0,0,1,0.0,0,2976.0,1,1965.0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,12
H5256,2013,1.0,0,0,0,1.0,1,4101.0,1,1988.0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H15558,2014,1.0,0,0,1,0.0,0,800.0,4,1950.0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,12
H18719,2016,0.99726776,0,0,1,0.0,0,3100.0,4,1981.0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,12
H19593,2016,0.99726776,0,0,1,0.0,0,320.0,4,1971.0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,12
H19784,2016,0.781420765,0,0,1,0.0,0,2490.0,4,1972.0,14,1,0,0,0,0,0,0,1,0,0,0,0,0,9
H19813,2016,0.99726776,0,0,1,0.0,0,1670.0,4,1975.0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,12
H3038,2013,1.0,0,0,0,1.0,1,900.0,4,-1.0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H3509,2012,1.0,0,0,1,0.0,0,460.0,4,1940.0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,12
H4447,2016,0.99726776,0,0,1,0.0,0,3500.0,4,1900.0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,12
H4555,2014,1.0,0,1,0,1.0,1,14.0,4,1988.0,14,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H5180,2014,0.9150684929999999,0,1,0,1.0,1,9570.0,4,-1.0,14,0,1,0,0,0,0,0,0,0,0,0,0,1,10
H5512,2012,1.0,0,0,1,0.0,0,1200.0,4,1997.0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,12
H6126,2013,1.0,0,1,0,1.0,1,10.0,4,1988.0,14,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H6575,2012,1.0,0,0,1,0.0,0,570.0,4,1988.0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,12
H6634,2016,0.99726776,0,0,1,0.0,0,3522.0,4,2003.0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,12
H6164,2013,1.0,0,0,1,0.0,0,650.0,4,1990.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,12
H6165,2015,0.98630137,0,0,1,0.0,0,650.0,4,1990.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,12
H1503,2013,1.0,1,0,1,0.0,0,4112.0,4,1965.0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,12
H18935,2014,1.0,0,0,1,0.0,0,4112.0,4,1960.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,12
H19802,2016,0.99726776,0,0,1,0.0,0,1470.0,4,1970.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,12
H13368,2015,1.0,0,1,0,1.0,1,600.0,4,1960.0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H13369,2016,0.99726776,0,1,0,1.0,1,600.0,4,1960.0,36,1,1,0,0,0,0,0,0,0,0,0,0,1,12
H13370,2013,1.0,1,1,0,1.0,1,380.0,4,1960.0,36,0,1,0,0,0,0,0,0,0,0,0,0,2,12
H13715,2013,0.08493150699999999,0,1,0,1.0,1,460.0,4,1960.0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,2
H14484,2012,1.0,0,1,0,1.0,1,5419.0,4,1988.0,36,1,1,0,0,0,0,0,0,0,0,0,0,1,12
H14485,2016,1.0,0,1,0,1.0,1,5419.0,4,1988.0,36,1,1,0,0,0,0,0,0,0,0,0,0,1,12
H14550,2012,1.0,1,0,1,0.0,0,2800.0,4,1940.0,36,1,0,0,0,0,0,0,0,0,1,0,0,1,12
H14551,2015,1.0,1,0,1,0.0,0,2800.0,4,1940.0,36,0,0,0,0,0,0,0,0,0,1,0,0,1,12
H14552,2016,0.99726776,1,0,1,0.0,0,2800.0,4,1940.0,36,0,0,0,0,0,0,0,0,0,1,0,0,1,12
H15515,2012,1.0,1,0,1,0.0,0,450.0,4,1920.0,36,0,0,0,0,0,1,0,0,0,0,0,0,1,12
H15630,2014,1.0,1,0,1,0.0,0,1380.0,4,1960.0,36,0,0,0,0,0,0,1,0,0,0,0,0,1,12
H15772,2012,1.0,0,0,1,0.0,0,428.0,4,1930.0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,12
H1584,2015,1.0,1,0,1,0.0,0,1000.0,4,1940.0,36,0,0,0,0,0,0,0,1,0,0,0,0,1,12
H15935,2012,1.0,1,0,1,0.0,0,1100.0,4,1920.0,36,0,0,0,0,0,0,0,0,1,0,0,0,1,12
H16002,2015,0.16164383599999999,1,0,1,0.0,0,520.0,4,1973.0,36,0,0,0,0,0,0,1,0,0,0,0,0,1,3
H1622,2013,1.0,1,0,1,0.0,0,300.0,4,1920.0,36,1,0,0,0,1,0,0,0,0,0,0,0,1,12
H1624,2015,1.0,1,0,1,0.0,0,300.0,4,1920.0,36,0,0,0,0,1,0,0,0,0,0,0,0,1,12
H1625,2016,1.0,1,0,1,0.0,0,300.0,4,1920.0,36,0,0,0,0,1,0,0,0,0,0,0,0,1,12
H16624,2012,1.0,1,0,1,0.0,0,3250.0,4,1991.0,36,1,0,0,0,0,0,0,0,0,1,0,0,1,12
H16715,2013,1.0,1,0,1,0.0,0,1000.0,4,1974.0,36,0,0,0,0,0,0,1,0,0,0,0,0,1,12
H16977,2012,1.0,1,0,1,0.0,0,660.0,4,1920.0,36,1,0,0,0,0,0,1,0,0,0,0,0,1,12
H17859,2015,1.0,1,0,1,0.0,0,300.0,4,1920.0,36,0,0,0,0,0,1,0,0,0,0,0,0,1,12
H18015,2012,1.0,1,0,1,0.0,0,550.0,4,1930.0,36,0,0,0,0,0,0,1,0,0,0,0,0,1,12
H18016,2014,1.0,1,0,1,0.0,0,550.0,4,1930.0,36,1,0,0,0,0,0,1,0,0,0,0,0,1,12
H19140,2014,1.0,0,0,1,0.0,0,1255.0,4,1920.0,36,1,0,0,0,0,0,1,0,0,0,0,0,0,12
H19141,2015,0.9972602740000001,0,0,1,0.0,0,1255.0,4,1920.0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,12
H19368,2014,1.0,0,0,1,0.0,0,5610.0,4,1920.0,36,1,0,0,0,0,0,1,0,0,0,0,0,0,12
H19788,2015,0.095890411,1,0,1,0.0,0,1800.0,4,1965.0,36,0,0,0,0,0,0,0,1,0,0,0,0,1,2
H19789,2016,0.99726776,1,0,1,0.0,0,1800.0,4,1965.0,36,0,0,0,0,0,0,0,1,0,0,0,0,1,12
H5129,2013,1.0,1,0,1,0.0,0,500.0,4,1940.0,36,0,0,0,0,0,1,0,0,0,0,0,0,1,12
H5348,2014,1.0,0,1,0,1.0,1,1500.0,4,1980.0,36,1,1,0,0,0,0,0,0,0,0,0,0,1,12
H6163,2013,1.0,0,0,1,0.0,0,1850.0,4,1950.0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,12
H7159,2015,1.0,1,1,0,1.0,1,950.0,4,1960.0,36,1,1,0,0,0,0,0,0,0,0,0,0,2,12
H7183,2012,1.0,1,1,0,1.0,1,340.0,4,1960.0,36,0,1,0,0,0,0,0,0,0,0,0,0,2,12
H7184,2015,1.0,1,1,0,1.0,1,340.0,4,1960.0,36,0,1,0,0,0,0,0,0,0,0,0,0,2,12
H7279,2015,0.9972602740000001,0,0,1,0.0,0,997.0,4,1960.0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,12
H16150,2013,1.0,1,0,1,0.0,0,3336.0,4,1970.0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,12
H17519,2013,1.0,0,0,1,0.0,0,3270.0,4,1980.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,12
H17520,2015,1.0,0,0,1,0.0,0,3270.0,4,1980.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,12
H6536,2013,0.665753425,0,1,0,1.0,1,300.0,4,1960.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,8
H13427,2012,1.0,1,1,0,1.0,1,2235.0,4,1960.0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,12
H14436,2012,1.0,0,1,0,1.0,1,1400.0,4,1980.0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H16254,2015,1.0,1,0,1,0.0,0,5586.0,4,1978.0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,12
H16255,2016,1.0,1,0,1,0.0,0,5586.0,4,1978.0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,12
H4560,2014,1.0,0,0,1,0.0,0,800.0,4,1967.0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,12
H12619,2013,0.893150685,0,1,0,1.0,1,300.0,4,1960.0,17,0,1,0,0,0,0,0,0,0,0,0,0,1,10
H12638,2013,1.0,0,1,0,1.0,1,4310.0,4,-1.0,17,1,1,0,0,0,0,0,0,0,0,0,0,1,12
H12928,2012,1.0,0,1,0,1.0,1,2160.0,4,1980.0,17,1,1,0,0,0,0,0,0,0,0,0,0,1,12
H15123,2015,1.0,0,0,1,0.0,0,650.0,4,1960.0,17,1,0,0,0,1,0,0,0,0,0,0,0,0,12
H16926,2012,1.0,0,0,1,0.0,0,210.0,4,1927.0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,12
H17036,2012,1.0,0,0,1,0.0,0,7063.0,4,1952.0,17,1,0,0,0,0,0,0,0,1,0,0,0,0,12
H17184,2013,1.0,0,0,1,0.0,0,1696.0,4,2007.0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,12
H17876,2015,1.0,0,0,1,0.0,0,740.0,4,1940.0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,12
H19966,2016,0.024590163999999998,1,0,1,0.0,0,3300.0,4,1957.0,17,0,0,0,1,0,0,0,0,0,0,0,0,1,1
H200,2013,1.0,0,0,1,0.0,0,350.0,4,1960.0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,12
H2198,2012,1.0,1,0,0,1.0,1,400.0,4,1980.0,17,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H2459,2014,0.0,0,0,0,1.0,1,1000.0,4,-1.0,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1
H385,2015,0.893150685,0,0,0,1.0,1,162.0,4,-1.0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,10
H391,2014,1.0,0,1,0,1.0,1,320.0,4,1960.0,17,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H392,2016,0.99726776,0,1,0,1.0,1,320.0,4,1960.0,17,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H5724,2015,0.5808219179999999,1,0,0,1.0,1,18000.0,4,1980.0,17,1,1,0,0,0,0,0,0,0,0,0,0,1,7
H725,2012,1.0,0,0,0,1.0,1,1225.0,4,1960.0,17,1,1,0,0,0,0,0,0,0,0,0,0,0,12
H14086,2015,1.0,0,1,0,1.0,1,400.0,4,1960.0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H14735,2013,0.832876712,0,1,0,1.0,1,270.0,4,1980.0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,9
H16502,2012,1.0,0,0,1,0.0,0,740.0,4,1970.0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,12
H17791,2012,1.0,0,0,1,0.0,0,1150.0,4,1978.0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,12
H18545,2015,1.0,0,0,1,0.0,0,4200.0,4,1988.0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,12
H19770,2015,0.260273973,0,0,1,0.0,0,100.0,4,1800.0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,4
H6135,2013,0.747945205,1,1,0,1.0,1,900.0,4,1988.0,9,0,1,0,0,0,0,0,0,0,0,0,0,2,8
H6607,2012,1.0,1,1,0,1.0,1,9920.0,4,1980.0,9,1,1,0,0,0,0,0,0,0,0,0,0,2,12
H6954,2015,1.0,0,0,0,1.0,1,2625.0,4,1980.0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,12
H13667,2013,1.0,0,0,1,0.0,0,5350.0,4,2007.0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,12
H1374,2014,0.9150684929999999,1,0,0,1.0,1,270.0,4,1960.0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,10
H14287,2012,1.0,0,1,0,1.0,1,3406.0,4,1988.0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H15347,2012,1.0,0,0,1,0.0,0,3700.0,4,1985.0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,12
H15348,2015,1.0,0,0,1,0.0,0,3700.0,4,1985.0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,12
H18765,2012,0.418032787,0,0,1,0.0,0,3369.0,4,2009.0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,5
H18766,2013,1.0,0,0,1,0.0,0,3369.0,4,2009.0,12,1,0,0,0,1,0,0,0,0,0,0,0,0,12
H18767,2014,1.0,0,0,1,0.0,0,3369.0,4,2009.0,12,1,0,0,0,1,0,0,0,0,0,0,0,0,12
H4087,2013,0.104109589,0,0,0,1.0,1,4846.0,4,1980.0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,2
H4475,2014,1.0,0,0,0,1.0,1,7887.0,4,1980.0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,12
H5184,2013,1.0,0,0,0,1.0,1,1300.0,4,1980.0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,12
H5185,2014,0.769863014,0,0,0,1.0,1,1300.0,4,1980.0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,9
H15504,2013,1.0,1,0,1,0.0,0,4000.0,4,1980.0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,12
H15505,2014,1.0,1,0,1,0.0,0,4000.0,4,1980.0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,12
H16260,2013,1.0,0,0,1,0.0,0,171.0,4,1930.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,12
H16261,2015,1.0,0,0,1,0.0,0,171.0,4,1930.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,12
H15826,2013,1.0,0,0,1,0.0,0,570.0,4,1960.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,12
H5245,2014,1.0,0,1,0,1.0,1,65.0,4,1960.0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,12
H19615,2016,0.99726776,0,0,1,0.0,0,367.0,4,1985.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12
H6058,2013,1.0,1,1,0,1.0,1,200.0,4,1960.0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,12
